visit_id,cookie_id,page_id,event_type,sequence_number,event_time
a2146d,fc9433,10,2,8,03/03/2020
a2146d,fc9433,12,1,9,03/03/2020
a2146d,fc9433,13,3,10,03/03/2020
cdad74,3759ff,1,1,1,03/30/2020
cdad74,3759ff,2,1,2,03/30/2020
cdad74,3759ff,7,1,3,03/30/2020
cdad74,3759ff,7,2,4,03/30/2020
cdad74,3759ff,9,1,5,03/30/2020
cdad74,3759ff,10,1,6,03/30/2020
cdad74,3759ff,11,1,7,03/30/2020
cdad74,3759ff,11,2,8,03/30/2020
cdad74,3759ff,12,1,9,03/30/2020
cdad74,3759ff,13,3,10,03/30/2020
af1a12,958364,1,1,1,03/15/2020
af1a12,958364,2,1,2,03/15/2020
af1a12,958364,3,1,3,03/15/2020
af1a12,958364,3,2,4,03/15/2020
af1a12,958364,4,1,5,03/15/2020
af1a12,958364,5,1,6,03/15/2020
af1a12,958364,7,1,7,03/15/2020
af1a12,958364,9,1,8,03/15/2020
af1a12,958364,11,1,9,03/15/2020
af1a12,958364,11,2,10,03/15/2020
af1a12,958364,12,1,11,03/15/2020
af1a12,958364,13,3,12,03/15/2020
4a0338,1946d7,1,1,1,04/03/2020
4a0338,1946d7,7,1,2,04/03/2020
4a0338,1946d7,7,2,3,04/03/2020
4a0338,1946d7,8,1,4,04/03/2020
65372a,081c65,1,1,1,03/09/2020
65372a,081c65,2,1,2,03/09/2020
65372a,081c65,3,1,3,03/09/2020
65372a,081c65,3,2,4,03/09/2020
65372a,081c65,4,1,5,03/09/2020
65372a,081c65,4,2,6,03/09/2020
65372a,081c65,5,1,7,03/09/2020
65372a,081c65,5,2,8,03/09/2020
65372a,081c65,7,1,9,03/09/2020
65372a,081c65,8,1,10,03/09/2020
65372a,081c65,9,1,11,03/09/2020
65372a,081c65,9,2,12,03/09/2020
65372a,081c65,12,1,13,03/09/2020
65372a,081c65,13,3,14,03/09/2020
4bde8b,c4ef3d,1,1,1,02/25/2020
4bde8b,c4ef3d,2,1,2,02/25/2020
4bde8b,c4ef3d,4,1,3,02/25/2020
4bde8b,c4ef3d,9,1,4,02/25/2020
4bde8b,c4ef3d,10,1,5,02/25/2020
62a9d4,bf52f1,1,1,1,05/02/2020
62a9d4,bf52f1,2,1,2,05/02/2020
62a9d4,bf52f1,3,1,3,05/02/2020
62a9d4,bf52f1,4,1,4,05/02/2020
62a9d4,bf52f1,4,2,5,05/02/2020
62a9d4,bf52f1,5,1,6,05/02/2020
62a9d4,bf52f1,5,2,7,05/02/2020
62a9d4,bf52f1,6,1,8,05/02/2020
62a9d4,bf52f1,9,1,9,05/02/2020
62a9d4,bf52f1,9,2,10,05/02/2020
62a9d4,bf52f1,10,1,11,05/02/2020
62a9d4,bf52f1,10,2,12,05/02/2020
62a9d4,bf52f1,12,1,13,05/02/2020
62a9d4,bf52f1,13,3,14,05/02/2020
8d94cf,ed8bf0,1,1,1,03/10/2020
8d94cf,ed8bf0,2,1,2,03/10/2020
8d94cf,ed8bf0,4,1,3,03/10/2020
8d94cf,ed8bf0,10,1,4,03/10/2020
4bb87f,9.46E+07,1,1,1,02/17/2020
4bb87f,9.46E+07,2,1,2,02/17/2020
4bb87f,9.46E+07,5,1,3,02/17/2020
4bb87f,9.46E+07,5,2,4,02/17/2020
4bb87f,9.46E+07,6,1,5,02/17/2020
4bb87f,9.46E+07,6,2,6,02/17/2020
4bb87f,9.46E+07,8,1,7,02/17/2020
4bb87f,9.46E+07,9,1,8,02/17/2020
4bb87f,9.46E+07,10,1,9,02/17/2020
4bb87f,9.46E+07,12,1,10,02/17/2020
4bb87f,9.46E+07,13,3,11,02/17/2020
dbdada,c593da,1,1,1,01/24/2020
dbdada,c593da,3,1,2,01/24/2020
dbdada,c593da,5,1,3,01/24/2020
dbdada,c593da,11,1,4,01/24/2020
1f2505,8cca90,1,1,1,02/11/2020
1f2505,8cca90,2,1,2,02/11/2020
1f2505,8cca90,3,1,3,02/11/2020
1f2505,8cca90,4,1,4,02/11/2020
1f2505,8cca90,9,1,5,02/11/2020
1f2505,8cca90,9,2,6,02/11/2020
1f2505,8cca90,11,1,7,02/11/2020
1f2505,8cca90,11,2,8,02/11/2020
2a39c6,e40be6,1,1,1,03/09/2020
2a39c6,e40be6,3,1,2,03/09/2020
2a39c6,e40be6,10,1,3,03/09/2020
2a39c6,e40be6,10,2,4,03/09/2020
64a8c3,0065c3,1,1,1,04/11/2020
64a8c3,0065c3,2,1,2,04/11/2020
64a8c3,0065c3,5,1,3,04/11/2020
64a8c3,0065c3,7,1,4,04/11/2020
64a8c3,0065c3,7,2,5,04/11/2020
64a8c3,0065c3,8,1,6,04/11/2020
64a8c3,0065c3,8,2,7,04/11/2020
64a8c3,0065c3,9,1,8,04/11/2020
64a8c3,0065c3,10,1,9,04/11/2020
64a8c3,0065c3,10,2,10,04/11/2020
64a8c3,0065c3,11,1,11,04/11/2020
4d3cb7,18d9ce,1,1,1,03/02/2020
4d3cb7,18d9ce,2,1,2,03/02/2020
4d3cb7,18d9ce,5,1,3,03/02/2020
4d3cb7,18d9ce,6,1,4,03/02/2020
4d3cb7,18d9ce,6,2,5,03/02/2020
926e3a,e33921,1,1,1,03/11/2020
926e3a,e33921,3,1,2,03/11/2020
926e3a,e33921,10,1,3,03/11/2020
cf696c,969ff2,1,1,1,04/10/2020
cf696c,969ff2,2,1,2,04/10/2020
cf696c,969ff2,4,1,3,04/10/2020
cf696c,969ff2,5,1,4,04/10/2020
cf696c,969ff2,6,1,5,04/10/2020
cf696c,969ff2,10,1,6,04/10/2020
cf696c,969ff2,11,1,7,04/10/2020
bfd56d,73c7ab,1,1,1,02/17/2020
bfd56d,73c7ab,2,1,2,02/17/2020
bfd56d,73c7ab,5,1,3,02/17/2020
bfd56d,73c7ab,6,1,4,02/17/2020
bfd56d,73c7ab,6,2,5,02/17/2020
bfd56d,73c7ab,9,1,6,02/17/2020
bfd56d,73c7ab,12,1,7,02/17/2020
bfd56d,73c7ab,13,3,8,02/17/2020
f7662c,2c14b8,1,1,1,05/06/2020
f7662c,2c14b8,2,1,2,05/06/2020
f7662c,2c14b8,4,1,3,05/06/2020
f7662c,2c14b8,5,1,4,05/06/2020
f7662c,2c14b8,5,2,5,05/07/2020
f7662c,2c14b8,6,1,6,05/07/2020
f7662c,2c14b8,6,2,7,05/07/2020
f7662c,2c14b8,7,1,8,05/07/2020
f7662c,2c14b8,7,2,9,05/07/2020
f7662c,2c14b8,8,1,10,05/07/2020
f7662c,2c14b8,8,2,11,05/07/2020
f7662c,2c14b8,9,1,12,05/07/2020
f7662c,2c14b8,9,2,13,05/07/2020
f7662c,2c14b8,11,1,14,05/07/2020
f7662c,2c14b8,11,2,15,05/07/2020
f7662c,2c14b8,12,1,16,05/07/2020
f7662c,2c14b8,13,3,17,05/07/2020
8a62b4,c81772,1,1,1,02/04/2020
8a62b4,c81772,2,1,2,02/04/2020
8a62b4,c81772,4,1,3,02/04/2020
8a62b4,c81772,4,2,4,02/04/2020
8a62b4,c81772,8,1,5,02/04/2020
8a62b4,c81772,9,1,6,02/04/2020
8a62b4,c81772,10,1,7,02/04/2020
8a62b4,c81772,10,2,8,02/04/2020
8a62b4,c81772,12,1,9,02/04/2020
8a62b4,c81772,13,3,10,02/04/2020
d735a6,f7dc81,1,1,1,04/03/2020
d735a6,f7dc81,2,1,2,04/03/2020
d735a6,f7dc81,3,1,3,04/03/2020
d735a6,f7dc81,5,1,4,04/03/2020
d735a6,f7dc81,8,1,5,04/03/2020
d735a6,f7dc81,9,1,6,04/03/2020
d735a6,f7dc81,9,2,7,04/03/2020
d735a6,f7dc81,10,1,8,04/03/2020
d735a6,f7dc81,10,2,9,04/03/2020
d735a6,f7dc81,12,1,10,04/03/2020
bfb8d8,1af3ae,1,1,1,04/10/2020
bfb8d8,1af3ae,2,1,2,04/10/2020
bfb8d8,1af3ae,3,1,3,04/10/2020
bfb8d8,1af3ae,4,1,4,04/10/2020
bfb8d8,1af3ae,5,1,5,04/10/2020
bfb8d8,1af3ae,5,2,6,04/10/2020
bfb8d8,1af3ae,7,1,7,04/10/2020
bfb8d8,1af3ae,7,2,8,04/10/2020
bfb8d8,1af3ae,8,1,9,04/10/2020
bfb8d8,1af3ae,8,2,10,04/10/2020
bfb8d8,1af3ae,11,1,11,04/10/2020
bfb8d8,1af3ae,12,1,12,04/10/2020
bfb8d8,1af3ae,13,3,13,04/10/2020
c500cf,adcc76,1,1,1,04/20/2020
c500cf,adcc76,4,1,2,04/20/2020
c500cf,adcc76,4,2,3,04/20/2020
c500cf,adcc76,7,1,4,04/20/2020
c500cf,adcc76,8,1,5,04/20/2020
c500cf,adcc76,9,1,6,04/20/2020
c500cf,adcc76,9,2,7,04/20/2020
c500cf,adcc76,10,1,8,04/20/2020
c500cf,adcc76,10,2,9,04/20/2020
c500cf,adcc76,12,1,10,04/20/2020
c500cf,adcc76,13,3,11,04/20/2020
9bfcd5,e054d7,1,1,1,04/13/2020
9bfcd5,e054d7,2,1,2,04/13/2020
9bfcd5,e054d7,3,1,3,04/13/2020
9bfcd5,e054d7,4,1,4,04/13/2020
9bfcd5,e054d7,4,2,5,04/13/2020
9bfcd5,e054d7,5,1,6,04/13/2020
9bfcd5,e054d7,7,1,7,04/13/2020
9bfcd5,e054d7,8,1,8,04/13/2020
9bfcd5,e054d7,8,2,9,04/13/2020
9bfcd5,e054d7,10,1,10,04/13/2020
9bfcd5,e054d7,12,1,11,04/13/2020
9bfcd5,e054d7,13,3,12,04/13/2020
6f9328,9067d0,1,1,1,03/09/2020
6f9328,9067d0,2,1,2,03/09/2020
6f9328,9067d0,4,1,3,03/09/2020
6f9328,9067d0,4,2,4,03/09/2020
6f9328,9067d0,6,1,5,03/09/2020
6f9328,9067d0,6,2,6,03/09/2020
6f9328,9067d0,7,1,7,03/09/2020
6f9328,9067d0,7,2,8,03/09/2020
6f9328,9067d0,8,1,9,03/09/2020
6f9328,9067d0,8,2,10,03/09/2020
6f9328,9067d0,10,1,11,03/09/2020
6f9328,9067d0,10,2,12,03/09/2020
6f9328,9067d0,12,1,13,03/09/2020
507efc,264f86,1,1,1,02/09/2020
507efc,264f86,3,1,2,02/09/2020
507efc,264f86,3,2,3,02/09/2020
507efc,264f86,4,1,4,02/09/2020
507efc,264f86,4,2,5,02/09/2020
507efc,264f86,5,1,6,02/09/2020
507efc,264f86,5,2,7,02/09/2020
507efc,264f86,7,1,8,02/09/2020
507efc,264f86,7,2,9,02/09/2020
507efc,264f86,8,1,10,02/09/2020
507efc,264f86,9,1,11,02/09/2020
507efc,264f86,9,2,12,02/09/2020
c182cb,54553e,1,1,1,03/07/2020
c182cb,54553e,3,1,2,03/07/2020
c182cb,54553e,3,2,3,03/07/2020
c182cb,54553e,8,1,4,03/07/2020
c182cb,54553e,8,2,5,03/07/2020
c182cb,54553e,9,1,6,03/07/2020
c182cb,54553e,9,2,7,03/07/2020
c182cb,54553e,11,1,8,03/07/2020
c182cb,54553e,11,2,9,03/07/2020
c182cb,54553e,12,1,10,03/07/2020
c182cb,54553e,13,3,11,03/07/2020
8a0e08,e66dd5,1,1,1,04/05/2020
8a0e08,e66dd5,2,1,2,04/05/2020
8a0e08,e66dd5,3,1,3,04/05/2020
8a0e08,e66dd5,4,1,4,04/05/2020
8a0e08,e66dd5,4,2,5,04/05/2020
8a0e08,e66dd5,5,1,6,04/05/2020
8a0e08,e66dd5,5,2,7,04/05/2020
8a0e08,e66dd5,9,1,8,04/05/2020
8a0e08,e66dd5,11,1,9,04/05/2020
8a0e08,e66dd5,12,1,10,04/05/2020
8a0e08,e66dd5,13,3,11,04/05/2020
58d4aa,d1182f,1,1,1,04/18/2020
58d4aa,d1182f,2,1,2,04/18/2020
58d4aa,d1182f,3,1,3,04/18/2020
58d4aa,d1182f,5,1,4,04/18/2020
58d4aa,d1182f,5,2,5,04/18/2020
58d4aa,d1182f,7,1,6,04/18/2020
58d4aa,d1182f,9,1,7,04/18/2020
58d4aa,d1182f,9,2,8,04/18/2020
58d4aa,d1182f,10,1,9,04/18/2020
58d4aa,d1182f,12,1,10,04/18/2020
58d4aa,d1182f,13,3,11,04/18/2020
e0ce31,a147a0,1,1,1,04/11/2020
e0ce31,a147a0,2,1,2,04/11/2020
e0ce31,a147a0,4,1,3,04/11/2020
e0ce31,a147a0,4,2,4,04/11/2020
e0ce31,a147a0,7,1,5,04/11/2020
e0ce31,a147a0,7,2,6,04/11/2020
e0ce31,a147a0,8,1,7,04/11/2020
e0ce31,a147a0,8,2,8,04/11/2020
e0ce31,a147a0,9,1,9,04/11/2020
e0ce31,a147a0,9,2,10,04/11/2020
e0ce31,a147a0,12,1,11,04/12/2020
e0ce31,a147a0,13,3,12,04/12/2020
84f9ef,d0b642,1,1,1,03/26/2020
84f9ef,d0b642,2,1,2,03/26/2020
84f9ef,d0b642,3,1,3,03/26/2020
84f9ef,d0b642,3,2,4,03/26/2020
84f9ef,d0b642,4,1,5,03/26/2020
84f9ef,d0b642,6,1,6,03/26/2020
84f9ef,d0b642,6,2,7,03/26/2020
84f9ef,d0b642,8,1,8,03/26/2020
84f9ef,d0b642,11,1,9,03/26/2020
84f9ef,d0b642,11,2,10,03/26/2020
84f9ef,d0b642,12,1,11,03/26/2020
84f9ef,d0b642,13,3,12,03/26/2020
295a80,05cd91,1,1,1,03/09/2020
295a80,05cd91,2,1,2,03/09/2020
295a80,05cd91,3,1,3,03/09/2020
295a80,05cd91,7,1,4,03/09/2020
295a80,05cd91,8,1,5,03/09/2020
295a80,05cd91,9,1,6,03/09/2020
295a80,05cd91,9,2,7,03/09/2020
295a80,05cd91,10,1,8,03/09/2020
295a80,05cd91,10,2,9,03/09/2020
295a80,05cd91,11,1,10,03/09/2020
295a80,05cd91,12,1,11,03/09/2020
295a80,05cd91,13,3,12,03/09/2020
e489c8,a377fa,1,1,1,03/06/2020
e489c8,a377fa,6,1,2,03/06/2020
e489c8,a377fa,8,1,3,03/06/2020
e489c8,a377fa,8,2,4,03/06/2020
e489c8,a377fa,9,1,5,03/06/2020
e489c8,a377fa,9,2,6,03/06/2020
e489c8,a377fa,10,1,7,03/06/2020
e489c8,a377fa,10,2,8,03/06/2020
e489c8,a377fa,12,1,9,03/06/2020
e489c8,a377fa,13,3,10,03/06/2020
4c5eaa,c2f826,1,1,1,03/08/2020
4c5eaa,c2f826,2,1,2,03/08/2020
4c5eaa,c2f826,4,1,3,03/08/2020
4c5eaa,c2f826,5,1,4,03/08/2020
4c5eaa,c2f826,5,2,5,03/08/2020
4c5eaa,c2f826,7,1,6,03/08/2020
4c5eaa,c2f826,9,1,7,03/08/2020
4c5eaa,c2f826,9,2,8,03/08/2020
4c5eaa,c2f826,10,1,9,03/08/2020
4c5eaa,c2f826,12,1,10,03/08/2020
4c5eaa,c2f826,13,3,11,03/08/2020
c7f150,d6996b,1,1,1,03/31/2020
c7f150,d6996b,2,1,2,03/31/2020
c7f150,d6996b,5,1,3,03/31/2020
c7f150,d6996b,5,2,4,03/31/2020
c7f150,d6996b,8,1,5,03/31/2020
c7f150,d6996b,11,1,6,03/31/2020
c7f150,d6996b,12,1,7,03/31/2020
c7f150,d6996b,13,3,8,03/31/2020
b61938,1d5e5d,1,1,1,03/15/2020
b61938,1d5e5d,2,1,2,03/15/2020
b61938,1d5e5d,4,1,3,03/15/2020
b61938,1d5e5d,5,1,4,03/15/2020
b61938,1d5e5d,7,1,5,03/15/2020
b61938,1d5e5d,10,1,6,03/15/2020
b61938,1d5e5d,11,1,7,03/15/2020
8ee82b,b7bac0,1,1,1,04/15/2020
8ee82b,b7bac0,2,1,2,04/15/2020
8ee82b,b7bac0,5,1,3,04/15/2020
8ee82b,b7bac0,5,2,4,04/15/2020
8ee82b,b7bac0,6,1,5,04/15/2020
8ee82b,b7bac0,8,1,6,04/15/2020
8ee82b,b7bac0,8,2,7,04/15/2020
8ee82b,b7bac0,9,1,8,04/15/2020
8ee82b,b7bac0,10,1,9,04/15/2020
8ee82b,b7bac0,11,1,10,04/15/2020
8ee82b,b7bac0,12,1,11,04/15/2020
8ee82b,b7bac0,13,3,12,04/15/2020
ecf9b4,ba5cd6,1,1,1,05/03/2020
ecf9b4,ba5cd6,5,1,2,05/03/2020
ecf9b4,ba5cd6,6,1,3,05/03/2020
ecf9b4,ba5cd6,6,2,4,05/03/2020
ecf9b4,ba5cd6,10,1,5,05/03/2020
ecf9b4,ba5cd6,12,1,6,05/03/2020
ecf9b4,ba5cd6,13,3,7,05/03/2020
e15078,2bfab9,1,1,1,02/21/2020
e15078,2bfab9,2,1,2,02/21/2020
e15078,2bfab9,3,1,3,02/21/2020
e15078,2bfab9,4,1,4,02/21/2020
e15078,2bfab9,4,2,5,02/21/2020
e15078,2bfab9,5,1,6,02/21/2020
e15078,2bfab9,5,2,7,02/21/2020
e15078,2bfab9,7,1,8,02/21/2020
e15078,2bfab9,8,1,9,02/21/2020
e15078,2bfab9,9,1,10,02/21/2020
e15078,2bfab9,9,2,11,02/21/2020
e15078,2bfab9,10,1,12,02/21/2020
e15078,2bfab9,12,1,13,02/21/2020
e15078,2bfab9,13,3,14,02/21/2020
005fe7,277b97,1,1,1,04/02/2020
005fe7,277b97,2,1,2,04/02/2020
005fe7,277b97,4,1,3,04/02/2020
005fe7,277b97,4,2,4,04/02/2020
005fe7,277b97,7,1,5,04/02/2020
005fe7,277b97,7,2,6,04/02/2020
005fe7,277b97,8,1,7,04/02/2020
005fe7,277b97,9,1,8,04/02/2020
005fe7,277b97,10,1,9,04/02/2020
005fe7,277b97,10,2,10,04/02/2020
005fe7,277b97,11,1,11,04/02/2020
005fe7,277b97,11,2,12,04/02/2020
005fe7,277b97,12,1,13,04/02/2020
005fe7,277b97,13,3,14,04/02/2020
ad3a70,6ec319,1,1,1,02/14/2020
ad3a70,6ec319,2,1,2,02/14/2020
ad3a70,6ec319,7,1,3,02/14/2020
ad3a70,6ec319,9,1,4,02/14/2020
ad3a70,6ec319,10,1,5,02/14/2020
ad3a70,6ec319,11,1,6,02/14/2020
2236d4,539a7c,1,1,1,03/06/2020
2236d4,539a7c,3,1,2,03/06/2020
2236d4,539a7c,3,2,3,03/06/2020
2236d4,539a7c,5,1,4,03/06/2020
2236d4,539a7c,6,1,5,03/06/2020
2236d4,539a7c,6,2,6,03/06/2020
2236d4,539a7c,7,1,7,03/06/2020
2236d4,539a7c,10,1,8,03/06/2020
2236d4,539a7c,10,2,9,03/06/2020
2236d4,539a7c,11,1,10,03/06/2020
2236d4,539a7c,12,1,11,03/06/2020
2236d4,539a7c,13,3,12,03/06/2020
4017a5,33660d,1,1,1,04/14/2020
4017a5,33660d,2,1,2,04/14/2020
4017a5,33660d,3,1,3,04/14/2020
4017a5,33660d,3,2,4,04/14/2020
4017a5,33660d,4,1,5,04/14/2020
4017a5,33660d,7,1,6,04/14/2020
4017a5,33660d,7,2,7,04/14/2020
4017a5,33660d,9,1,8,04/14/2020
4017a5,33660d,9,2,9,04/14/2020
4017a5,33660d,10,1,10,04/14/2020
4017a5,33660d,10,2,11,04/14/2020
4017a5,33660d,11,1,12,04/14/2020
4017a5,33660d,11,2,13,04/14/2020
4017a5,33660d,12,1,14,04/14/2020
4017a5,33660d,13,3,15,04/14/2020
d83d9d,7a63f8,1,1,1,04/04/2020
d83d9d,7a63f8,2,1,2,04/04/2020
d83d9d,7a63f8,4,1,3,04/04/2020
d83d9d,7a63f8,6,1,4,04/04/2020
d83d9d,7a63f8,7,1,5,04/04/2020
d83d9d,7a63f8,7,2,6,04/04/2020
d83d9d,7a63f8,10,1,7,04/04/2020
d83d9d,7a63f8,10,2,8,04/04/2020
d83d9d,7a63f8,12,1,9,04/04/2020
d83d9d,7a63f8,13,3,10,04/04/2020
3bcf6f,b6d776,1,1,1,03/01/2020
3bcf6f,b6d776,3,1,2,03/01/2020
3bcf6f,b6d776,3,2,3,03/01/2020
3bcf6f,b6d776,4,1,4,03/01/2020
3bcf6f,b6d776,5,1,5,03/01/2020
3bcf6f,b6d776,6,1,6,03/01/2020
3bcf6f,b6d776,7,1,7,03/01/2020
3bcf6f,b6d776,8,1,8,03/01/2020
3bcf6f,b6d776,8,2,9,03/01/2020
3bcf6f,b6d776,11,1,10,03/01/2020
3bcf6f,b6d776,12,1,11,03/01/2020
3bcf6f,b6d776,13,3,12,03/01/2020
9eb59c,d194c5,1,1,1,01/17/2020
9eb59c,d194c5,2,1,2,01/17/2020
9eb59c,d194c5,3,1,3,01/17/2020
9eb59c,d194c5,3,2,4,01/17/2020
9eb59c,d194c5,5,1,5,01/17/2020
9eb59c,d194c5,7,1,6,01/17/2020
9eb59c,d194c5,9,1,7,01/17/2020
9eb59c,d194c5,9,2,8,01/17/2020
9eb59c,d194c5,10,1,9,01/17/2020
9eb59c,d194c5,11,1,10,01/17/2020
9eb59c,d194c5,12,1,11,01/17/2020
9eb59c,d194c5,13,3,12,01/17/2020
177ca6,62ad27,1,1,1,03/17/2020
177ca6,62ad27,2,1,2,03/17/2020
177ca6,62ad27,5,1,3,03/17/2020
177ca6,62ad27,5,2,4,03/17/2020
177ca6,62ad27,6,1,5,03/17/2020
177ca6,62ad27,6,2,6,03/17/2020
177ca6,62ad27,12,1,7,03/17/2020
6be496,cf1a69,1,1,1,02/15/2020
6be496,cf1a69,2,1,2,02/15/2020
6be496,cf1a69,4,1,3,02/15/2020
6be496,cf1a69,5,1,4,02/15/2020
6be496,cf1a69,5,2,5,02/15/2020
6be496,cf1a69,9,1,6,02/15/2020
6be496,cf1a69,9,2,7,02/15/2020
6be496,cf1a69,10,1,8,02/15/2020
6be496,cf1a69,10,2,9,02/15/2020
6be496,cf1a69,11,1,10,02/15/2020
6be496,cf1a69,11,2,11,02/15/2020
6be496,cf1a69,12,1,12,02/15/2020
6be496,cf1a69,13,3,13,02/15/2020
5.13E+53,34cc8e,1,1,1,02/13/2020
5.13E+53,34cc8e,2,1,2,02/13/2020
5.13E+53,34cc8e,4,1,3,02/13/2020
5.13E+53,34cc8e,5,1,4,02/13/2020
5.13E+53,34cc8e,5,2,5,02/13/2020
5.13E+53,34cc8e,7,1,6,02/13/2020
5.13E+53,34cc8e,8,1,7,02/13/2020
5.13E+53,34cc8e,8,2,8,02/13/2020
5.13E+53,34cc8e,12,1,9,02/13/2020
5.13E+53,34cc8e,13,3,10,02/13/2020
eff6f3,fe69b4,1,1,1,02/09/2020
eff6f3,fe69b4,2,1,2,02/09/2020
eff6f3,fe69b4,10,1,3,02/09/2020
3a018e,2dc589,1,1,1,04/06/2020
3a018e,2dc589,2,1,2,04/06/2020
3a018e,2dc589,3,1,3,04/06/2020
3a018e,2dc589,3,2,4,04/06/2020
3a018e,2dc589,5,1,5,04/06/2020
3a018e,2dc589,6,1,6,04/06/2020
3a018e,2dc589,7,1,7,04/06/2020
3a018e,2dc589,7,2,8,04/06/2020
3a018e,2dc589,9,1,9,04/06/2020
3a018e,2dc589,9,2,10,04/06/2020
3a018e,2dc589,11,1,11,04/06/2020
3a018e,2dc589,12,1,12,04/06/2020
d4bdca,6391f4,1,1,1,02/16/2020
d4bdca,6391f4,2,1,2,02/16/2020
d4bdca,6391f4,3,1,3,02/16/2020
d4bdca,6391f4,4,1,4,02/16/2020
d4bdca,6391f4,4,2,5,02/16/2020
d4bdca,6391f4,5,1,6,02/16/2020
d4bdca,6391f4,5,2,7,02/16/2020
d4bdca,6391f4,6,1,8,02/16/2020
d4bdca,6391f4,9,1,9,02/16/2020
d4bdca,6391f4,9,2,10,02/17/2020
d4bdca,6391f4,10,1,11,02/17/2020
d4bdca,6391f4,11,1,12,02/17/2020
d4bdca,6391f4,12,1,13,02/17/2020
7e95d4,8f0f31,1,1,1,04/01/2020
7e95d4,8f0f31,3,1,2,04/01/2020
7e95d4,8f0f31,3,2,3,04/01/2020
7e95d4,8f0f31,4,1,4,04/01/2020
7e95d4,8f0f31,5,1,5,04/01/2020
7e95d4,8f0f31,5,2,6,04/01/2020
7e95d4,8f0f31,6,1,7,04/01/2020
7e95d4,8f0f31,8,1,8,04/01/2020
7e95d4,8f0f31,8,2,9,04/01/2020
7e95d4,8f0f31,11,1,10,04/01/2020
7e95d4,8f0f31,11,2,11,04/01/2020
7e95d4,8f0f31,12,1,12,04/01/2020
7e95d4,8f0f31,13,3,13,04/01/2020
ffd39f,88868f,1,1,1,04/06/2020
ffd39f,88868f,2,1,2,04/06/2020
ffd39f,88868f,4,1,3,04/06/2020
ffd39f,88868f,5,1,4,04/06/2020
ffd39f,88868f,5,2,5,04/06/2020
ffd39f,88868f,6,1,6,04/06/2020
ffd39f,88868f,8,1,7,04/06/2020
ffd39f,88868f,8,2,8,04/06/2020
ffd39f,88868f,9,1,9,04/06/2020
ffd39f,88868f,11,1,10,04/06/2020
ffd39f,88868f,11,2,11,04/06/2020
ffd39f,88868f,12,1,12,04/06/2020
ffd39f,88868f,13,3,13,04/06/2020
e8f2d8,68756b,1,1,1,03/05/2020
e8f2d8,68756b,2,1,2,03/05/2020
e8f2d8,68756b,3,1,3,03/05/2020
e8f2d8,68756b,3,2,4,03/05/2020
e8f2d8,68756b,6,1,5,03/05/2020
e8f2d8,68756b,8,1,6,03/05/2020
e8f2d8,68756b,10,1,7,03/05/2020
e8f2d8,68756b,10,2,8,03/05/2020
e8f2d8,68756b,11,1,9,03/05/2020
e8f2d8,68756b,12,1,10,03/05/2020
e8f2d8,68756b,13,3,11,03/05/2020
380a57,c37668,1,1,1,01/30/2020
380a57,c37668,3,1,2,01/30/2020
380a57,c37668,4,1,3,01/30/2020
380a57,c37668,4,2,4,01/30/2020
380a57,c37668,5,1,5,01/30/2020
380a57,c37668,5,2,6,01/30/2020
380a57,c37668,6,1,7,01/30/2020
380a57,c37668,6,2,8,01/30/2020
380a57,c37668,8,1,9,01/30/2020
6883d2,423f8d,1,1,1,01/12/2020
6883d2,423f8d,3,1,2,01/12/2020
f6d227,eecf24,1,1,1,03/23/2020
f6d227,eecf24,2,1,2,03/23/2020
f6d227,eecf24,3,1,3,03/23/2020
f6d227,eecf24,4,1,4,03/23/2020
f6d227,eecf24,4,2,5,03/23/2020
f6d227,eecf24,6,1,6,03/23/2020
f6d227,eecf24,6,2,7,03/23/2020
f6d227,eecf24,7,1,8,03/23/2020
f6d227,eecf24,7,2,9,03/23/2020
f6d227,eecf24,8,1,10,03/23/2020
f6d227,eecf24,9,1,11,03/23/2020
f6d227,eecf24,9,2,12,03/23/2020
f6d227,eecf24,11,1,13,03/23/2020
f6d227,eecf24,12,1,14,03/23/2020
f6d227,eecf24,13,3,15,03/23/2020
b2d522,d56286,1,1,1,04/23/2020
b2d522,d56286,2,1,2,04/23/2020
b2d522,d56286,3,1,3,04/23/2020
b2d522,d56286,3,2,4,04/23/2020
b2d522,d56286,7,1,5,04/23/2020
b2d522,d56286,8,1,6,04/23/2020
b2d522,d56286,8,2,7,04/23/2020
b2d522,d56286,10,1,8,04/23/2020
b2d522,d56286,12,1,9,04/23/2020
b2d522,d56286,13,3,10,04/23/2020
5f8642,72b87a,1,1,1,04/13/2020
5f8642,72b87a,2,1,2,04/13/2020
5f8642,72b87a,3,1,3,04/13/2020
5f8642,72b87a,3,2,4,04/13/2020
5f8642,72b87a,4,1,5,04/13/2020
5f8642,72b87a,4,2,6,04/13/2020
5f8642,72b87a,6,1,7,04/13/2020
5f8642,72b87a,6,2,8,04/13/2020
5f8642,72b87a,7,1,9,04/13/2020
5f8642,72b87a,7,2,10,04/13/2020
5f8642,72b87a,8,1,11,04/13/2020
5f8642,72b87a,11,1,12,04/13/2020
5f8642,72b87a,11,2,13,04/13/2020
5f8642,72b87a,12,1,14,04/13/2020
5f8642,72b87a,13,3,15,04/13/2020
29c1f2,411419,1,1,1,03/17/2020
29c1f2,411419,2,1,2,03/17/2020
